name,ticker,link,price_24h,change_24h,volume_24h,fdv,market_cap,funding_price,roi,total_raised,date,investor_1,investor_2,investor_3,investor_4
"Vodra","VDR","https://icodrops.com/vodra/","$0.001112","1.60%","$17.13 K","$2.22 M","—","0.0115","0.1x","$1.29 M","Oct 31, 2021","P2 Ventures","Skynet Trading","BBS Finance","More Details"
"Chimeras","CHIM","https://icodrops.com/chimeras/","$0.01398","0.36%","$27","$1.05 M","—","0.6","0.02x","$2.6 M","Oct 31, 2021","AU21 Capital","Lotus capital","MV Global","More Details"
"Swash","SWASH","https://icodrops.com/swash/","$0.002715","-1.82%","$98.59 K","$2.7 M","$2.7 M","0.09","0.03x","$11.71 M","Oct 31, 2021","Bixin Ventures","Gate.io","Outlier Ventures","More Details"
"GameStation","GAMER","https://icodrops.com/gamestation/","$0.0001584","2.13%","$1.38","$15.88 K","—","0.1","0.01x","$2.2 M","Oct 29, 2021","SkyVision Capital","Fomocraft Ventures","Applicature","More Details"
"Pontoon","TOON","https://icodrops.com/pontoon/","$0.000019","-2.06%","$46.4 K","$1.89 K","$446.66","0.35","0.01x","$3.93 M","Oct 29, 2021","Morningstar Ventures","Draper Dragon","Genblock Capital","More Details"
"Scallop","SCLP","https://icodrops.com/scallop/","$0.01729","6.81%","$337.32","$1.73 M","$1.12 M","0.15","0.12x","$2.46 M","Oct 28, 2021","Spark Digital Capital","AU21 Capital","Magnus Capital","More Details"
"NFT Champions","CHAMP","https://icodrops.com/nft-champions/","$0.00008398","0.36%","$3.1","$84.18 K","$83.98 K","0.01","0.01x","$1.6 M","Oct 28, 2021","Gate.io","CG-ART","Sigma Studios","More Details"
"Clearpool","CPOOL","https://icodrops.com/clearpool/","$0.1611","2.48%","$2.44 M","$153.2 M","$130.32 M","0.04","4x","$3.25 M","Oct 28, 2021","Arrington XRP Capital","FBG Capital","HashKey Capital","More Details"
"MetaWars","WARS","https://icodrops.com/metawars/","$0.00005326","","$1.39","$79.89 K","$3.92 K","0.008","0.01x","$2.55 M","Oct 27, 2021","Boxmining","Double Peak","Magnus Capital","More Details"
"Fei Protocol","Tribe / Fei (Stable)","https://icodrops.com/fei-protocol/","$1.003","0.66%","$10.15 K","$4.03 M","$3.78 M","—","1.01x","$19 M","Oct 27, 2021","Andreessen Horowitz (a16z)","Framework Ventures","Variant","More Details"
"OneArt","1ART","https://icodrops.com/oneart/","$0.0004161","0.44%","$6.79","$193.08 K","$59.68 K","0.1","0.01x","$1.81 M","Oct 26, 2021","Digital Strategies","Gate.io","GBV Capital","More Details"
"Baked Token","BAKED","https://icodrops.com/baked-token/","$0.0005283","-0.29%","$17.2 K","$158.43 K","$36.88 K","0.03","0.02x","$1.42 M","Oct 26, 2021","AU21 Capital","MV Global","x21 Digital","More Details"
"Aurory","AURY","https://icodrops.com/aurory/","$0.1142","-16.19%","$30.69 K","$11.11 M","$8.58 M","15.55","0.01x","$108.85 M","Oct 26, 2021","Ascensive Assets","CMS Holdings","Solana Ventures","More Details"
"Marnotaur","TAUR","https://icodrops.com/marnotaur/","$0.002557","-9.31%","$20.12 K","$371.25 K","—","0.047","0.05x","$1.65 M","Oct 25, 2021","Pluto Digital Assets","ZBS Capital","Metrix Capital","More Details"
"BloXmove","BLXM","https://icodrops.com/bloxmove/","$0.002229","-2.80%","$25.55","$111.45 K","$37.63 K","0.8","0.01x","$3.3 M","Oct 23, 2021","CoinIX","MV Global","AW3 Labs","More Details"
"Hero Arena","HERA","https://icodrops.com/hero-arena/","$0.0001147","-0.07%","$10.84","$12.22 K","—","0.1","0.01x","$1.25 M","Oct 21, 2021","AU21 Capital","Gate.io","Magnus Capital","More Details"
"Lazio Fan Token","LAZIO","https://icodrops.com/lazio-fan-token/","$0.9582","3.37%","$984.26 K","$38.37 M","$11.62 M","1","0.95x","$4 M","Oct 21, 2021","","","",""
"Roco Finance","ROCO","https://icodrops.com/roco-finance/","$0.008709","5.64%","$2.32","$881.35 K","$150.66 K","0.12","0.07x","$4.2 M","Oct 21, 2021","HTX Ventures (previously Huobi Ventures)","Gate.io","Momentum 6","More Details"
"XCarnival","XCV","https://icodrops.com/xcarnival/","$0.001149","1.83%","$105.05 K","$1.15 M","$908.45 K","0.0111","0.1x","$2 M","Oct 20, 2021","Fundamental Labs","Everest Ventures","Gate.io","More Details"
"King Shiba","KINGSHIB","https://icodrops.com/king-shiba/","$0.002016","-2.05%","$15.42 K","$856.97 K","$705.66 K","0.075","0.03x","$190 K","Oct 20, 2021","","","",""
"Braintrust","BTRST","https://icodrops.com/braintrust/","$0.1957","-1.90%","$88.51 K","$49.05 M","$47.23 M","8","0.02x","$141.81 M","Oct 20, 2021","IDEO CoLab Ventures","Multicoin Capital","Pantera Capital","More Details"
"ShoeFy","SHOE","https://icodrops.com/shoefy/","$0.00107","0.13%","$5.64","$107 K","$13.92 K","0.4","0.01x","$4.7 M","Oct 19, 2021","AU21 Capital","Gate.io","Basics Capital","More Details"
"SSV Network","SSV","https://icodrops.com/ssv-network/","$9.54","4.26%","$8.54 M","$132.57 M","$130.8 M","—","0.51x","$10 M","Oct 19, 2021","Amber Group","Coinbase Ventures","Digital Currency Group (DCG)","More Details"
"Cryptopolis","CPO","https://icodrops.com/cryptopolis/","$0.00001346","0.67%","$38.18","$9.96 K","$1.2 K","0.008","0.01x","$2.04 M","Oct 18, 2021","Binance NFT","BlueZilla","BSCPad","More Details"
"Sinverse","SIN","https://icodrops.com/sinverse/","$0.001051","-0.95%","$119.49 K","$1.05 M","$868.07 K","0.02","0.05x","$4.76 M","Oct 17, 2021","AU21 Capital","Gate.io","Magnus Capital","More Details"
"Internet of Energy Network","IOEN","https://icodrops.com/internet-of-energy-network/","$0.001359","7.40%","$18.21 K","$1.36 M","$430.87 K","0.025","0.05x","$2.77 M","Oct 16, 2021","AU21 Capital","P2 Ventures","Black Dragon","More Details"
"DAOSquare","RICE","https://icodrops.com/daosquare/","$0.02813","-36.40%","$19.14 K","$2.84 M","—","0.2","0.15x","$13.13 M","Oct 16, 2021","CMS Holdings","HashKey Capital","IOSG Ventures","More Details"
"Socean","SCNSOL","https://icodrops.com/socean/","$297.03","5.31%","$3.2 M","$198.39 M","$64.81 M","—","2.01x","$5.75 M","Oct 15, 2021","CMS Holdings","Dragonfly Capital","Jump Capital","More Details"
"Ore Network","ORE","https://icodrops.com/ore-network/","$0.0003802","0.29%","$340.78","$400.47 K","$214.1 K","0.15","0.01x","$450 K","Oct 15, 2021","","","",""
"Highstreet","HIGH","https://icodrops.com/highstreet/","$0.531","3.61%","$2.8 M","$50.65 M","$40.21 M","14.29","0.04x","$11.45 M","Oct 15, 2021","YZi Labs (prev Binance Labs)","HTX Ventures (previously Huobi Ventures)","Mechanism Capital","More Details"
"Nakamoto Games","NAKA","https://icodrops.com/nakamoto-games/","$0.313","3.22%","$7.85 M","$56.36 M","$33.1 M","0.18","1.71x","$17.98 M","Oct 15, 2021","P2 Ventures","x21 Digital","ZBS Capital","More Details"
"Blockchain Monster Hunt","BCMC","https://icodrops.com/blockchain-monster-hunt/","$0.0008287","2.60%","$18.4 K","$824.1 K","$201.76 K","0.09","0.01x","$4.26 M","Oct 14, 2021","Morningstar Ventures","Animoca Brands","P2 Ventures","More Details"
"FireStarter","FLAME","https://icodrops.com/firestarter/","$0.004016","0.36%","$156.87 K","$399.89 K","$275.26 K","0.06","0.07x","$1.41 M","Oct 14, 2021","G-Eazy","Ghastly","Jauz","More Details"
"HappyFans","HAPPY","https://icodrops.com/happyfans/","$0.0000001","0.38%","$5.32","$10 K","$2.86 K","0.000065","0.01x","$1.9 M","Oct 14, 2021","","","",""
"DecentraWeb","DWEB","https://icodrops.com/decentraweb/","$0.007507","21.05%","$705.2","$678.43 K","$378.15 K","0.12","0.06x","$2.65 M","Oct 13, 2021","","","",""
"Defina","FINA","https://icodrops.com/defina/","$0.0007884","39.64%","$68.03","$80.2 K","$77.04 K","0.4","0.01x","$685 K","Oct 12, 2021","HTX Ventures (previously Huobi Ventures)","OKX Ventures","Moonwhale Ventures","More Details"
"Botto","BOTTO","https://icodrops.com/botto/","$0.2569","0.33%","$62.98 K","$24.11 M","$12.63 M","—","0.36x","$1.67 M","Oct 9, 2021","1kx","Variant","Collab+Currency",""
"Waggle Network","WAG","https://icodrops.com/waggle-network/","$0.0003904","0.10%","$18.37 K","$39.04 K","$2.83 K","0.25","0.01x","$3.25 M","Oct 9, 2021","Spark Digital Capital","TRGC","AU21 Capital","More Details"
"Warena","RENA","https://icodrops.com/warena/","$0.001226","-0.92%","$18.54 K","$124.7 K","$8.41 K","0.17","0.01x","$1.9 M","Oct 9, 2021","YZi Labs (prev Binance Labs)","Animoca Brands","DAO Maker","More Details"
"AstroSwap","ASTRO","https://icodrops.com/astroswap/","$0.0000115","-0.43%","$2","$43.69 K","$39.4 K","0.00095","0.01x","$1.15 M","Oct 7, 2021","BlueZilla","","",""
"Bloktopia","BLOK","https://icodrops.com/bloktopia/","$0.0002276","11.72%","$85.05 K","$15.77 M","$5.69 M","0.00025","0.8x","$8.39 M","Oct 7, 2021","Animoca Brands","AU21 Capital","Genblock Capital","More Details"
"FUFU","FUFU","https://icodrops.com/fufu/","$0.0000171","12.53%","$113.16","$14.02 K","$13.68 K","0.02","0.01x","$1.9 M","Oct 6, 2021","Morningstar Ventures","Boxmining","GBV Capital","More Details"
"YouClout","YCT","https://icodrops.com/youclout/","$0.00003512","-2.82%","$17.55 K","$35.98 K","—","0.035","0.01x","$2.77 M","Oct 6, 2021","FMFW","AU21 Capital","Gate.io","More Details"
"Planet Sandbox","PSB","https://icodrops.com/planet-sandbox/","$0.00451","-5.72%","$16.81 K","$115.4 K","—","0.13","0.04x","$1.98 M","Oct 5, 2021","Vendetta Capital","AU21 Capital","Kyros Ventures","More Details"
"Green Beli","GRBE","https://icodrops.com/green-beli/","$0.0003929","-0.03%","$17.13 K","$392.9 K","—","0.008","0.05x","$1.16 M","Oct 5, 2021","AU21 Capital","Momentum 6","x21 Digital","More Details"
"My Master War","MAT","https://icodrops.com/my-master-war/","$0.0007165","0.48%","$826.7","$71.65 K","$67.84 K","0.12","0.01x","$1.5 M","Oct 5, 2021","Morningstar Ventures","Animoca Brands","Raptor Capital","More Details"
"Brokoli Network","BRKL","https://icodrops.com/brokoli-network/","$0.003498","-1.86%","$17.57 K","$437 K","$187.05 K","0.064","0.05x","$2.25 M","Oct 5, 2021","DAO Maker","Gate.io","Raptor Capital","More Details"
"NFTY","NFTY","https://icodrops.com/nfty/","$0.00008299","","$3.3","$79.72 K","$46.19 K","0.0125","0.01x","$2.09 M","Oct 4, 2021","","","",""
"Jax.Network","WJXN","https://icodrops.com/jax-network/","$0.008147","0.88%","$1.16 K","$325.74 K","—","—","0.01x","—","Oct 4, 2021","","","",""
"Enjinstarter","EJS","https://icodrops.com/enjinstarter/","$0.00006595","15.62%","$25.12","$324.85 K","$272.9 K","0.008","0.01x","$10.93 M","Oct 3, 2021","AU21 Capital","Momentum 6","ArkStream Capital","More Details"
"GameZone","GZONE","https://icodrops.com/gamezone/","$0.00281","-2.86%","$19.35 K","$2.36 M","$2.36 M","0.005","0.56x","$550 K","Sep 30, 2021","","","",""
"Orion Money","ORION","https://icodrops.com/orion-money/","$0.0006642","1.31%","$18.63 K","$653.7 K","$63.1 K","0.05","0.01x","$5.7 M","Sep 30, 2021","Divergence Ventures","Hashed","Node Capital","More Details"
"Allbridge","ABR","https://icodrops.com/allbridge/","$0.07357","-1.04%","$30.33","$7.11 M","$1.49 M","0.2","0.37x","$125 K","Sep 30, 2021","","","",""
"Beta Finance","BETA","https://icodrops.com/beta-finance/","$0.005004","2.95%","$912.4","$4.96 M","$4.75 M","0.06","0.08x","$11.55 M","Sep 30, 2021","Delphi Digital (Delphi Labs)","Multicoin Capital","DeFiance Capital","More Details"
"NASDEX Token","NSDX","https://icodrops.com/nasdex-token/","$0.006894","-10.44%","$22.84 K","$594.81 K","$130.88 K","0.25","0.03x","$1.48 M","Sep 29, 2021","Gate.io","OIG Oracles Investment Group","Excalibur Capital","More Details"
"Ridotto","RDT","https://icodrops.com/ridotto/","$0.005186","24.69%","$80.6","$2.59 M","$1.63 M","0.0525","0.1x","$2.94 M","Sep 29, 2021","Magnus Capital","Black Dragon","OIG Oracles Investment Group","More Details"
"Divergence","DIVER","https://icodrops.com/divergence/","$0.01103","0.10%","$89.72 K","$11.03 M","$7.28 M","0.32","0.03x","—","Sep 28, 2021","","","",""
"Revest Finance","RVST","https://icodrops.com/revest-finance/","$0.006252","0.94%","$14.79","$625.2 K","$570.79 K","0.14","0.04x","$6.72 M","Sep 27, 2021","Kronos Research","Chainflow Capital","DeltaHub Capital","More Details"
"Mobius Finance","MOT","https://icodrops.com/mobius-finance/","$0.0003868","-4.35%","$15.52 K","$4.61 K","—","0.25","0.01x","$2.79 M","Sep 25, 2021","AU21 Capital","Chain Capital","Gate.io","More Details"
"DeFi Kingdoms","JEWEL","https://icodrops.com/defi-kingdoms/","$0.03588","7.33%","$853.15","$4.33 M","$4.07 M","—","0.03x","—","Sep 24, 2021","","","",""
"Opulous","OPUL","https://icodrops.com/opulous/","$0.03199","1.91%","$327 K","$15.96 M","$13.49 M","0.05","0.64x","$6.45 M","Sep 23, 2021","Algorand","R3","Rand Labs","More Details"
"Flourishing AI","AI","https://icodrops.com/flourishing-ai/","$0.009558","0.66%","$1.11","$510.21 K","$226.53 K","0.12","0.08x","$1.59 M","Sep 23, 2021","ApeSwap","Bittrex","BSCPad","More Details"
"Weld.Money","WELD","https://icodrops.com/weld-money/","$0.0002299","0.43%","$19.8","$57.25 K","—","0.075","0.01x","$3.22 M","Sep 23, 2021","AscendEX","AU21 Capital","Magnus Capital","More Details"
"Octopus Network","OCT","https://icodrops.com/octopus-network/","$0.09513","4.75%","$116.46 K","$9.51 M","$9.51 M","1.8","0.05x","$15.05 M","Sep 23, 2021","Electric Capital","Ascensive Assets","Continue Capital","More Details"
"VelasPad","VLXPAD","https://icodrops.com/velaspad/","$0.003973","54.20%","$9.73","$1.72 M","$993.81 K","0.005","0.79x","$378 K","Sep 22, 2021","","","",""
"Forest Knight","KNIGHT","https://icodrops.com/forest-knight/","$0.008366","1.29%","$166.18","$849.85 K","$388.97 K","0.15","0.06x","$335 K","Sep 22, 2021","Animoca Brands","Double Peak","Gate.io","More Details"
"handle.fi","FOREX","https://icodrops.com/handle-fi/","$0.0009082","-3.34%","$16.56 K","$381.44 K","$103.69 K","0.21","0.01x","$4.41 M","Sep 21, 2021","CMS Holdings","Lemniscap","mgnr.io","More Details"
"Thales","THALES","https://icodrops.com/thales/","$0.2252","1.43%","$19.7 K","$22.36 M","$14.19 M","2.5","0.09x","$7.5 M","Sep 20, 2021","Framework Ventures","IOSG Ventures","The Lao","More Details"
"Larix","LARIX","https://icodrops.com/larix/","$0.00002393","0.75%","$222.71","$239.4 K","—","0.0075","0.01x","$200 K","Sep 19, 2021","FBG Capital","Fenbushi Capital","HTX Ventures (previously Huobi Ventures)","More Details"
"Parrot","PRT","https://icodrops.com/parrot/","$0.00009631","-2.65%","$16.96 K","$214.92 K","—","0.037","0.01x","$89.77 M","Sep 19, 2021","mgnr.io","Ryze Labs (Sino Global Capital)","Arche Fund","More Details"
"Radix DLT","RADIX","https://icodrops.com/radix-dlt/","$0.006054","3.65%","$561.49 K","$143.06 M","$71.66 M","0.039","0.15x","$28.7 M","Sep 18, 2021","DWF Labs","LocalGlobe","Wise","More Details"
"Vee.Finance","VEE","https://icodrops.com/vee-finance/","$0.00002197","3.24%","$60.91","$219.8 K","—","0.01","0.01x","$7.5 M","Sep 17, 2021","FBG Capital","HTX Ventures (previously Huobi Ventures)","Gate.io","More Details"
"Monsta Infinite","MONI","https://icodrops.com/monsta-infinite/","$0.001936","0.35%","$189.56 K","$522.99 K","$351.29 K","0.2","0.01x","$4.43 M","Sep 16, 2021","MV Global","x21 Digital","OIG Oracles Investment Group","More Details"
"Paribus","PBX","https://icodrops.com/paribus/","$0.0000994","2.79%","$58.36 K","$918.2 K","$746.67 K","0.0003","0.33x","$997 K","Sep 16, 2021","Foundation Capital","General Catalyst","x21 Digital","More Details"
"Torum","XTM","https://icodrops.com/torum/","$0.004679","-8.48%","$65.92 K","$3.75 M","$908.18 K","0.06","0.08x","$2.25 M","Sep 16, 2021","HTX Ventures (previously Huobi Ventures)","AU21 Capital","Chain Capital","More Details"
"Integral","ITGR","https://icodrops.com/integral/","$0.004554","0.13%","$18.57 K","$1.37 M","$995.38 K","0.92","0.01x","$35.77 M","Sep 15, 2021","","","",""
"XP Network","XPNET","https://icodrops.com/xp-network/","$0.0004578","0.39%","$17.8 K","$457.7 K","$60.37 K","0.02","0.02x","$5.56 M","Sep 15, 2021","AU21 Capital","Kosmos Ventures","Magnus Capital","More Details"
"Realm","REALM","https://icodrops.com/realm/","$0.0001133","191.92%","$22.5","$113.2 K","$110.61 K","0.03","0.01x","$2.88 M","Sep 15, 2021","Moonrock Capital","GBV Capital","NGC Ventures","More Details"
"Grape Protocol","GRAPE","https://icodrops.com/grape-protocol/","$0.0002297","-2.04%","$174.49","$16.66 K","—","0.02","0.01x","$1.8 M","Sep 15, 2021","Multicoin Capital","Double Peak","LongHash Ventures","More Details"
"CryptoMines Eternal","ETERNAL","https://icodrops.com/cryptomines-eternal/","$0.09096","-3.30%","$2.1 K","$455.5 K","—","670","0.01x","$535.7 K","Sep 14, 2021","","","",""
"GMX","GMX","https://icodrops.com/gmx/","$14.79","4.45%","$4.77 M","$151.46 M","$152.18 M","0.82","18.06x","$14.5 M","Sep 13, 2021","Arbitrum Foundation","Avalanche Foundation","",""
"Aladdin DAO","ALD","https://icodrops.com/aladdin-dao/","$0.09729","2.06%","$30.79 K","$14.6 M","$14.58 M","—","0.11x","—","Sep 10, 2021","1kx","Multicoin Capital","Polychain Capital","More Details"
"Copycat Finance","COPYCAT","https://icodrops.com/copycat-finance/","$0.003247","0.54%","$84.92","$649.4 K","—","0.17","0.02x","$983.46 K","Sep 10, 2021","YZi Labs (prev Binance Labs)","","",""
"PolkaFantasy","XP","https://icodrops.com/polkafantasy/","$0.01283","-1.23%","$227.02 K","$181.03 K","—","0.05","0.26x","$1.66 M","Sep 10, 2021","Morningstar Ventures","AU21 Capital","Evernew Capital","More Details"
"Creator Platform","CTR","https://icodrops.com/creator-platform/","$0.0005134","-6.02%","$18.37 K","$77.01 K","—","0.1","0.01x","$2.38 M","Sep 8, 2021","Rarestone Capital","Spark Digital Capital","MV Global","More Details"
"YAY.games","YAY","https://icodrops.com/yay-games/","$0.0004541","-1.93%","$14.64 K","$451.6 K","$285.06 K","0.011","0.04x","$1.9 M","Sep 8, 2021","AU21 Capital","Black Dragon","MEXC Global (Privcode Capital)","More Details"
"IX Swap","IXS","https://icodrops.com/ix-swap/","$0.1029","-0.29%","$159.94 K","$18.52 M","$18.52 M","0.39","0.26x","$2.74 M","Sep 8, 2021","AU21 Capital","Faculty Capital","Baksh Capital","More Details"
"WagyuSwap","WAG","https://icodrops.com/wagyuswap/","$0.0004045","-1.78%","$153.8","$202.25 K","$21.91 K","0.01","0.04x","$225 K","Sep 7, 2021","","","",""
"Dope Wars Paper","PAPER","https://icodrops.com/dope-wars-paper/","$0.0002822","-0.10%","$39.27","$398.64 K","$256.16 K","—","0.02x","—","Sep 6, 2021","1kx","","",""
"Talken","TALK","https://icodrops.com/talken/","$0.005866","0.54%","$17.73 K","$2.94 M","$1.79 M","1.25","0.01x","$1.05 M","Sep 6, 2021","FBG Capital","HTX Ventures (previously Huobi Ventures)","Gate.io","More Details"
"Theos","THEOS","https://icodrops.com/theos/","$0.00009188","0.81%","$25.92","$917 K","—","0.0089","0.01x","$3.63 M","Sep 4, 2021","Guns N Roses","Squares Capital","",""
"NFT Launch","NFTL","https://icodrops.com/nft-launch/","$0.001074","-0.66%","$6.45","$1.07 M","$144.99 K","0.0015","0.72x","$363.75 K","Sep 3, 2021","","","",""
"Crypto Raiders","RAIDER","https://icodrops.com/crypto-raiders/","$0.00504","0.69%","$335.84","$500.4 K","$163.45 K","1.2","0.01x","$6 M","Sep 3, 2021","Delphi Digital (Delphi Labs)","DeFiance Capital","Merit Circle","More Details"
"Vega Protocol","VEGA","https://icodrops.com/vega-protocol/","$0.003","15.15%","$0.04","$195 K","$186.14 K","15","0.01x","$59.85 M","Sep 3, 2021","Pantera Capital","Alliance","Arrington XRP Capital","More Details"
"Adventure Gold","AGLD","https://icodrops.com/adventure-gold/","$0.6856","2.85%","$13.69 M","$63.44 M","$59.38 M","—","1.49x","—","Sep 2, 2021","","","",""
"NearPad","PAD","https://icodrops.com/nearpad/","$0.0007455","6.34%","$196.7","$105.67 K","$24.08 K","0.25","0.01x","$2.95 M","Sep 2, 2021","Genblock Capital","NGC Ventures","LD Capital","More Details"
"Wanaka","WANA","https://icodrops.com/wanaka/","$0.002725","0.43%","$2.65","$1.36 M","$472.84 K","—","0.01x","—","Sep 1, 2021","","","",""
"Wanaka Farm","WANA","https://icodrops.com/wanaka-farm/","$0.002725","0.43%","$2.65","$1.36 M","$472.84 K","0.04","0.07x","$1.46 M","Sep 1, 2021","Kyber Network","Moonwhale Ventures","Babylons","More Details"
"DeHub","DEHUB","https://icodrops.com/dehub/","$0.00078","-1.16%","$4.71 K","$3.74 M","$3.74 M","0.001","0.78x","$400 K","Sep 1, 2021","","","",""
"Star Atlas","ATLAS","https://icodrops.com/star-atlas/","$0.0009234","3.43%","$630.84 K","$33.35 M","$18.87 M","0.0014","0.67x","$1.75 M","Sep 1, 2021","Mechanism Capital","Ryze Labs (Sino Global Capital)","Spark Digital Capital","More Details"
"Star Atlas DAO","POLIS","https://icodrops.com/star-atlas-dao/","$0.07794","4.99%","$253.15 K","$28.08 M","$23.87 M","0.14","0.57x","$996.8 K","Sep 1, 2021","Mechanism Capital","Ryze Labs (Sino Global Capital)","Spark Digital Capital","More Details"
"BaconDAO","BACON","https://icodrops.com/bacondao/","$0.0002881","3.52%","$18.29 K","$4.79 K","—","0.04","0.01x","$895 K","Aug 31, 2021","AU21 Capital","Magnus Capital","Momentum 6","More Details"
"Pandora Protocol","PNDR","https://icodrops.com/pandora-protocol/","$0.002787","-1.94%","$167.56","$53.57 K","—","0.14","0.02x","$150 K","Aug 31, 2021","A195 Capital","Spark Digital Capital","AU21 Capital","More Details"
"CyberDragon Gold","GOLD","https://icodrops.com/cyberdragon-gold/","$0.001352","-0.85%","$8.67","$99.96 M","—","0.007","0.19x","$60 K","Aug 29, 2021","","","",""
"EPIK Prime","EPIK","https://icodrops.com/epik-prime/","$0.0006507","-0.59%","$110.89 K","$1.3 M","$834.13 K","0.012","0.05x","$4.47 M","Aug 27, 2021","Animoca Brands","Signum Capital","Garena","More Details"
"Tune.FM","JAM","https://icodrops.com/tunefm/","$0.0000625","2.29%","$15.79 K","$1.88 M","$1.86 M","—","0.01x","$20 M","Aug 27, 2021","LDA Capital","","",""
"The Open Network","TON","https://icodrops.com/the-open-network/","$3.13","1.29%","$172.79 M","$15.78 B","$8.04 B","—","4.46x","$658 M","Aug 27, 2021","DWF Labs","Pantera Capital","Animoca Brands","More Details"
"Unreal Finance","UGT","https://icodrops.com/unreal-finance/","$0.002255","-0.20%","$1.82","$451 K","—","0.12","0.02x","$3.15 M","Aug 25, 2021","Spark Digital Capital","3Commas","AU21 Capital","More Details"
"NFTPad","NFTPAD","https://icodrops.com/nftpad/","$0.0009036","2.93%","$54.57","$180.61 K","—","0.02","0.04x","$852 K","Aug 25, 2021","TrustPad","","",""
"Synthetify Token","SNY","https://icodrops.com/synthetify-token/","$0.002807","5.63%","$61.85 K","$280.9 K","$32.45 K","1.5","0.01x","$1.05 M","Aug 24, 2021","Alliance","CMS Holdings","Divergence Ventures","More Details"
"Streamr","DATA","https://icodrops.com/streamr/","$0.01625","4.60%","$649.23 K","$20.17 M","$19.18 M","0.047","0.35x","$30.7 M","Aug 23, 2021","Fabric Ventures","Andreas Schwartz","EIT Digital Accelerator","More Details"
"X World Games","XWG","https://icodrops.com/x-world-games/","$0.00005613","0.16%","$17.67","$557.85 K","$191.87 K","0.00048","0.12x","$1.2 M","Aug 20, 2021","FBG Capital","Chain Capital","Kyros Ventures","More Details"
"Daisy Protocol","","https://icodrops.com/daisy-protocol/","$0.3733","1.73%","$22.14","$22.4 K","—","5","0.07x","$84.12 K","Aug 20, 2021","","","",""
"DEXTools","DEXT","https://icodrops.com/dextools/","$0.6166","1.99%","$254.42 K","$69.17 M","$43.18 M","—","0.89x","—","Aug 20, 2021","OKX Ventures","","",""
"Babylons","BABI","https://icodrops.com/babylons/","$0.0003383","-51.89%","$108.02 K","$66.03 K","$31.75 K","0.04","0.01x","$1.68 M","Aug 20, 2021","Bitexen","Everse Capital","Ferrum Network","More Details"
"Polytrade","TRADE","https://icodrops.com/polytrade/","$0.1125","-4.50%","$142.19 K","$11.25 M","$4.64 M","0.15","0.73x","$11.51 M","Aug 19, 2021","DWF Labs","AU21 Capital","Axia8 Ventures","More Details"
"Bepro Network","BEPRO","https://icodrops.com/bepro-network/","$0.0001467","6.42%","$123.81 K","$1.47 M","$1.47 M","0.002","0.07x","$3.05 M","Aug 19, 2021","CMS Holdings","NGC Ventures","Blockground Capital","More Details"
"Relay Token","RELAY","https://icodrops.com/relay-token/","$0.005951","","$0.34","$52.51 K","$19.81 K","3","0.01x","$100 K","Aug 19, 2021","","","",""
"BENQI","QI","https://icodrops.com/benqi/","$0.007362","-0.94%","$2.74 M","$52.84 M","$53.01 M","0.009","0.82x","$10.95 M","Aug 19, 2021","Arrington XRP Capital","Ascensive Assets","Dragonfly Capital","More Details"
"Half Pizza","PIZA","https://icodrops.com/half-pizza/","$0.00000128","-6.65%","$29.25","$12.8 K","—","0.0003","0.01x","$149.67 K","Aug 18, 2021","","","",""
"SuperRare","RARE","https://icodrops.com/superrare/","$0.05801","3.93%","$5.09 M","$57.77 M","$47.82 M","0.062","0.92x","$9 M","Aug 17, 2021","1confirmation","Mark Cuban","Naval Ravikant","More Details"
"Dexlab","DXL","https://icodrops.com/dexlab/","$0.0002565","-0.73%","$40.67","$256.5 K","$13.47 K","0.016","0.02x","$1.28 M","Aug 16, 2021","Axia8 Ventures","Bixin Ventures","Evernew Capital","More Details"
"Moola Market","MOO","https://icodrops.com/moola-market/","$0.002859","6.22%","$2.78","$285.1 K","$210.9 K","0.0594","0.05x","$1.4 M","Aug 16, 2021","Polychain Capital","Greenfield One","Davoa Capital","More Details"
"BitDAO","BIT","https://icodrops.com/bitdao/","$1.209","7.32%","$11.88 K","$12.07 B","—","2","0.61x","$630 M","Aug 16, 2021","Pantera Capital","Dragonfly Capital","Fenbushi Capital","More Details"
"Sukhavati Network","SKT","https://icodrops.com/sukhavati-network/","$0.0007472","-5.69%","$17.66 K","$461.8 K","—","0.4","0.01x","$8.05 M","Aug 13, 2021","OKX Ventures","AU21 Capital","Chain Capital","More Details"
"Mango Markets","MNGO","https://icodrops.com/mango-markets/","$0.01437","-1.19%","$2.16 K","$16.06 M","$16.06 M","0.14","0.1x","$70.46 M","Aug 12, 2021","","","",""
"RaiderToken","RAIDER","https://icodrops.com/raidertoken/","$0.007408","6.83%","$234.31","$730.2 K","—","1.2","0.01x","$6 M","Aug 12, 2021","Delphi Digital (Delphi Labs)","DeFiance Capital","Merit Circle","More Details"
"Polymath","POLY","https://icodrops.com/polymath/","$0.04822","2.70%","$8.52 K","$48.2 M","$5.29 M","0.26","0.18x","$58.72 M","Aug 11, 2021","George Burke","","",""
"hi Dollar","HI","https://icodrops.com/hi-dollar/","$0.00007675","1.14%","$66.18 K","$3.83 M","$1.22 M","—","0.01x","$30 M","Aug 11, 2021","Animoca Brands","","",""
